# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.pageLoadsAboveSizeThreshold,1758900946293000000,1758901006315000000,0
FilePageCacheLockFree.totalBytesRead,1758900946293000000,1758901006315000000,0
FilePageCache.maxCacheSizeInBytes,1758900946293000000,1758901006315000000,195051520
MappedFileStorage.totalPagesMapped,1758900946293000000,1758901006315000000,6
MappedFileStorage.totalTimeSpentOnMappingUs,1758900946293000000,1758901006315000000,169971
StorageLockContext.competingThreads.90P,1758900946293000000,1758901006315000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1758900946293000000,1758901006315000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1758900946293000000,1758901006315000000,910
StorageLockContext.competingThreads.max,1758900946293000000,1758901006315000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1758900946293000000,1758901006315000000,0
DirectByteBufferAllocator.hits,1758900946293000000,1758901006315000000,5
FilePageCache.pageLoads,1758900946293000000,1758901006315000000,193
FilePageCache.totalPageDisposalsUs,1758900946293000000,1758901006315000000,182
FilePageCache.pageHits,1758900946293000000,1758901006315000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1758900946293000000,1758901006315000000,0
StreamlinedBlobStorage.recordsRelocated,1758900946293000000,1758901006315000000,0
FilePageCacheLockFree.totalPagesAllocated,1758900946293000000,1758901006315000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1758900946293000000,1758901006315000000,0
FilePageCache.uncachedFileAccess,1758900946293000000,1758901006315000000,336
MappedFileStorage.totalBytesMapped,1758900946293000000,1758901006315000000,164626432
MappedFileStorage.storages,1758900946293000000,1758901006315000000,6
StreamlinedBlobStorage.recordsAllocated,1758900946293000000,1758901006315000000,13
FilePageCacheLockFree.totalPagesHandedOver,1758900946293000000,1758901006315000000,0
FilePageCacheLockFree.nativeBytesInUse,1758900946293000000,1758901006315000000,0
FilePageCacheLockFree.totalBytesRequested,1758900946293000000,1758901006315000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1758900946293000000,1758901006315000000,0
FilePageCacheLockFree.totalPagesWriteMs,1758900946293000000,1758901006315000000,0
FilePageCacheLockFree.totalPagesReadMs,1758900946293000000,1758901006315000000,0
FilePageCacheLockFree.totalBytesWritten,1758900946293000000,1758901006315000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1758900946293000000,1758901006315000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1758900946293000000,1758901006315000000,0
FilePageCache.capacityInBytes,1758900946293000000,1758901006315000000,503316478
FilePageCacheLockFree.housekeeperTurnsSkipped,1758900946293000000,1758901006315000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1758900946293000000,1758901006315000000,0
DirectByteBufferAllocator.reclaimed,1758900946293000000,1758901006315000000,5
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1758900946293000000,1758901006315000000,92
VFS.contentStorage.recordsReadDecompressed,1758900946293000000,1758901006315000000,0
VFS.contentStorage.recordsStored,1758900946293000000,1758901006315000000,0
FileNameCache.totalMisses,1758900946293000000,1758901006315000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1758900946293000000,1758901006315000000,0
FileNameCache.queries,1758900946293000000,1758901006315000000,0
VFS.contentStorage.recordsRead,1758900946293000000,1758901006315000000,0
VFS.contentStorage.recordsUncompressedSize,1758900946293000000,1758901006315000000,0
VFS.fileByIdCache.hits,1758900946293000000,1758901006315000000,0
VFS.fileByIdCache.misses,1758900946293000000,1758901006315000000,0
VFS.fileChildByName,1758900946293000000,1758901006315000000,18
VFS.contentStorage.recordsDeduplicated,1758900946293000000,1758901006315000000,0
VFS.invertedFileNameIndex.requests,1758900946293000000,1758901006315000000,0
VFS.contentStorage.recordsStoredSize,1758900946293000000,1758901006315000000,0
VFS.contentStorage.recordsReadSize,1758900946293000000,1758901006315000000,0
VFS.contentStorage.recordsStoredCompressed,1758900946293000000,1758901006315000000,0
cacheStateStorage.get.duration,1758900946293000000,1758901006315000000,0
cacheStateStorage.set.duration,1758900946293000000,1758901006315000000,0
cacheStateStorage.set.counter,1758900946293000000,1758901006315000000,0
cacheStateStorage.get.counter,1758900946293000000,1758901006315000000,2
FlushQueue.queueSize90P,1758900946293000000,1758901006315000000,0
FlushQueue.executionTimeAvgNs,1758900946293000000,1758901006315000000,0.0
AWTEventQueue.dispatchTime90PNs,1758900946293000000,1758901006315000000,0
FlushQueue.waitingTimeAvgNs,1758900946293000000,1758901006315000000,0.0
FlushQueue.executionTimeMaxNs,1758900946293000000,1758901006315000000,0
FlushQueue.waitingTime90PNs,1758900946293000000,1758901006315000000,0
FlushQueue.tasksExecuted,1758900946293000000,1758901006315000000,0
ReadAction.executionsCount,1758900946293000000,1758901006315000000,40
FlushQueue.executionTime90PNs,1758900946293000000,1758901006315000000,0
FlushQueue.queueSizeMax,1758900946293000000,1758901006315000000,0
AWTEventQueue.dispatchTimeMaxNs,1758900946293000000,1758901006315000000,0
FlushQueue.queueSizeAvg,1758900946293000000,1758901006315000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1758900946293000000,1758901006315000000,0.0
FlushQueue.waitingTimeMaxNs,1758900946293000000,1758901006315000000,0
WriteAction.executionsCount,1758900946293000000,1758901006315000000,1
AWTEventQueue.eventsDispatched,1758900946293000000,1758901006315000000,0
AWTEventQueue.dispatchTimeTotalNS,1758900946293000000,1758901006315000000,635554087
DiskQueryRelay.tasksExecuted,1758901006315000000,1758901066303000000,0
writeAction.max.wait.ms,1758901006315000000,1758901066303000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1758901006315000000,1758901066303000000,0
DiskQueryRelay.tasksRequested,1758901006315000000,1758901066303000000,0
writeAction.wait.ms,1758901006315000000,1758901066303000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1758901006315000000,1758901066303000000,0
writeAction.median.wait.ms,1758901006315000000,1758901066303000000,0
writeAction.count,1758901006315000000,1758901066303000000,0
Indexing.cache.totalCacheAccesses,1758901006315000000,1758901066303000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1758901006315000000,1758901066303000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1758901006315000000,1758901066303000000,0
Indexing.cache.totalCacheEvicted,1758901006315000000,1758901066303000000,0
Indexing.writesQueuedMax,1758901006315000000,1758901066303000000,0
IndexesFlusher.totalFlushes,1758901006315000000,1758901066303000000,59
Indexing.cache.totalCacheMisses,1758901006315000000,1758901066303000000,0
Indexing.writesQueuedMin,1758901006315000000,1758901066303000000,9223372036854775807
IndexesFlusher.totalFlushesRetried,1758901006315000000,1758901066303000000,0
IndexesFlusher.totalContentionQuotaSpent,1758901006315000000,1758901066303000000,0
Indexing.totalTimeIndexersSleptMs,1758901006315000000,1758901066303000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1758901006315000000,1758901066303000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1758901006315000000,1758901066303000000,0
IndexesFlusher.totalFlushingTimeUs,1758901006315000000,1758901066303000000,348515
FilePageCacheLockFree.totalPagesRequested,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalPagesReclaimed,1758901006315000000,1758901066303000000,0
DirectByteBufferAllocator.disposed,1758901006315000000,1758901066303000000,0
StreamlinedBlobStorage.recordsDeleted,1758901006315000000,1758901066303000000,0
FilePageCache.maxRegisteredFiles,1758901006315000000,1758901066303000000,520
FilePageCacheLockFree.heapBytesInUse,1758901006315000000,1758901066303000000,0
DirectByteBufferAllocator.misses,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalPagesWritten,1758901006315000000,1758901066303000000,0
FilePageCache.totalPageLoadsUs,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1758901006315000000,1758901066303000000,0
StorageLockContext.competingThreads.avg,1758901006315000000,1758901066303000000,0.0
FilePageCache.pageFastCacheHits,1758901006315000000,1758901066303000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1758901006315000000,1758901066303000000,195051520
FileChannelInterruptsRetryer.totalRetriedAttempts,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1758901006315000000,1758901066303000000,0
FilePageCache.disposedBuffers,1758901006315000000,1758901066303000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalBytesRead,1758901006315000000,1758901066303000000,0
FilePageCache.maxCacheSizeInBytes,1758901006315000000,1758901066303000000,195051520
MappedFileStorage.totalPagesMapped,1758901006315000000,1758901066303000000,6
MappedFileStorage.totalTimeSpentOnMappingUs,1758901006315000000,1758901066303000000,169971
StorageLockContext.competingThreads.90P,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1758901006315000000,1758901066303000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1758901006315000000,1758901066303000000,0
StorageLockContext.competingThreads.max,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1758901006315000000,1758901066303000000,0
DirectByteBufferAllocator.hits,1758901006315000000,1758901066303000000,0
FilePageCache.pageLoads,1758901006315000000,1758901066303000000,0
FilePageCache.totalPageDisposalsUs,1758901006315000000,1758901066303000000,0
FilePageCache.pageHits,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1758901006315000000,1758901066303000000,0
StreamlinedBlobStorage.recordsRelocated,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalPagesAllocated,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1758901006315000000,1758901066303000000,0
FilePageCache.uncachedFileAccess,1758901006315000000,1758901066303000000,0
MappedFileStorage.totalBytesMapped,1758901006315000000,1758901066303000000,164626432
MappedFileStorage.storages,1758901006315000000,1758901066303000000,6
StreamlinedBlobStorage.recordsAllocated,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalPagesHandedOver,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.nativeBytesInUse,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalBytesRequested,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalPagesWriteMs,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalPagesReadMs,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalBytesWritten,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1758901006315000000,1758901066303000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1758901006315000000,1758901066303000000,0
FilePageCache.capacityInBytes,1758901006315000000,1758901066303000000,503316478
FilePageCacheLockFree.housekeeperTurnsSkipped,1758901006315000000,1758901066303000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1758901006315000000,1758901066303000000,0
DirectByteBufferAllocator.reclaimed,1758901006315000000,1758901066303000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1758901006315000000,1758901066303000000,0
VFS.contentStorage.recordsReadDecompressed,1758901006315000000,1758901066303000000,0
VFS.contentStorage.recordsStored,1758901006315000000,1758901066303000000,0
FileNameCache.totalMisses,1758901006315000000,1758901066303000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1758901006315000000,1758901066303000000,0
FileNameCache.queries,1758901006315000000,1758901066303000000,0
VFS.contentStorage.recordsRead,1758901006315000000,1758901066303000000,0
VFS.contentStorage.recordsUncompressedSize,1758901006315000000,1758901066303000000,0
VFS.fileByIdCache.hits,1758901006315000000,1758901066303000000,0
VFS.fileByIdCache.misses,1758901006315000000,1758901066303000000,0
VFS.fileChildByName,1758901006315000000,1758901066303000000,0
VFS.contentStorage.recordsDeduplicated,1758901006315000000,1758901066303000000,0
VFS.invertedFileNameIndex.requests,1758901006315000000,1758901066303000000,0
VFS.contentStorage.recordsStoredSize,1758901006315000000,1758901066303000000,0
VFS.contentStorage.recordsReadSize,1758901006315000000,1758901066303000000,0
VFS.contentStorage.recordsStoredCompressed,1758901006315000000,1758901066303000000,0
cacheStateStorage.get.duration,1758901006315000000,1758901066303000000,0
cacheStateStorage.set.duration,1758901006315000000,1758901066303000000,1
cacheStateStorage.set.counter,1758901006315000000,1758901066303000000,1
cacheStateStorage.get.counter,1758901006315000000,1758901066303000000,1
FlushQueue.queueSize90P,1758901006315000000,1758901066303000000,0
FlushQueue.executionTimeAvgNs,1758901006315000000,1758901066303000000,0.0
AWTEventQueue.dispatchTime90PNs,1758901006315000000,1758901066303000000,0
FlushQueue.waitingTimeAvgNs,1758901006315000000,1758901066303000000,0.0
FlushQueue.executionTimeMaxNs,1758901006315000000,1758901066303000000,0
FlushQueue.waitingTime90PNs,1758901006315000000,1758901066303000000,0
FlushQueue.tasksExecuted,1758901006315000000,1758901066303000000,0
ReadAction.executionsCount,1758901006315000000,1758901066303000000,0
FlushQueue.executionTime90PNs,1758901006315000000,1758901066303000000,0
FlushQueue.queueSizeMax,1758901006315000000,1758901066303000000,0
AWTEventQueue.dispatchTimeMaxNs,1758901006315000000,1758901066303000000,0
FlushQueue.queueSizeAvg,1758901006315000000,1758901066303000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1758901006315000000,1758901066303000000,0.0
FlushQueue.waitingTimeMaxNs,1758901006315000000,1758901066303000000,0
WriteAction.executionsCount,1758901006315000000,1758901066303000000,0
AWTEventQueue.eventsDispatched,1758901006315000000,1758901066303000000,0
AWTEventQueue.dispatchTimeTotalNS,1758901006315000000,1758901066303000000,105674754
DiskQueryRelay.tasksExecuted,1758901066303000000,1758901126313000000,0
writeAction.max.wait.ms,1758901066303000000,1758901126313000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1758901066303000000,1758901126313000000,0
DiskQueryRelay.tasksRequested,1758901066303000000,1758901126313000000,0
writeAction.wait.ms,1758901066303000000,1758901126313000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1758901066303000000,1758901126313000000,0
writeAction.median.wait.ms,1758901066303000000,1758901126313000000,0
writeAction.count,1758901066303000000,1758901126313000000,1
Indexing.cache.totalCacheAccesses,1758901066303000000,1758901126313000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1758901066303000000,1758901126313000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1758901066303000000,1758901126313000000,0
Indexing.cache.totalCacheEvicted,1758901066303000000,1758901126313000000,0
Indexing.writesQueuedMax,1758901066303000000,1758901126313000000,0
IndexesFlusher.totalFlushes,1758901066303000000,1758901126313000000,59
Indexing.cache.totalCacheMisses,1758901066303000000,1758901126313000000,0
Indexing.writesQueuedMin,1758901066303000000,1758901126313000000,9223372036854775807
IndexesFlusher.totalFlushesRetried,1758901066303000000,1758901126313000000,0
IndexesFlusher.totalContentionQuotaSpent,1758901066303000000,1758901126313000000,0
Indexing.totalTimeIndexersSleptMs,1758901066303000000,1758901126313000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1758901066303000000,1758901126313000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1758901066303000000,1758901126313000000,0
IndexesFlusher.totalFlushingTimeUs,1758901066303000000,1758901126313000000,304659
FilePageCacheLockFree.totalPagesRequested,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalPagesReclaimed,1758901066303000000,1758901126313000000,0
DirectByteBufferAllocator.disposed,1758901066303000000,1758901126313000000,0
StreamlinedBlobStorage.recordsDeleted,1758901066303000000,1758901126313000000,0
FilePageCache.maxRegisteredFiles,1758901066303000000,1758901126313000000,520
FilePageCacheLockFree.heapBytesInUse,1758901066303000000,1758901126313000000,0
DirectByteBufferAllocator.misses,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalPagesWritten,1758901066303000000,1758901126313000000,0
FilePageCache.totalPageLoadsUs,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1758901066303000000,1758901126313000000,0
StorageLockContext.competingThreads.avg,1758901066303000000,1758901126313000000,0.0
FilePageCache.pageFastCacheHits,1758901066303000000,1758901126313000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1758901066303000000,1758901126313000000,195051520
FileChannelInterruptsRetryer.totalRetriedAttempts,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1758901066303000000,1758901126313000000,0
FilePageCache.disposedBuffers,1758901066303000000,1758901126313000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalBytesRead,1758901066303000000,1758901126313000000,0
FilePageCache.maxCacheSizeInBytes,1758901066303000000,1758901126313000000,195051520
MappedFileStorage.totalPagesMapped,1758901066303000000,1758901126313000000,6
MappedFileStorage.totalTimeSpentOnMappingUs,1758901066303000000,1758901126313000000,169971
StorageLockContext.competingThreads.90P,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1758901066303000000,1758901126313000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1758901066303000000,1758901126313000000,0
StorageLockContext.competingThreads.max,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1758901066303000000,1758901126313000000,0
DirectByteBufferAllocator.hits,1758901066303000000,1758901126313000000,0
FilePageCache.pageLoads,1758901066303000000,1758901126313000000,0
FilePageCache.totalPageDisposalsUs,1758901066303000000,1758901126313000000,0
FilePageCache.pageHits,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1758901066303000000,1758901126313000000,0
StreamlinedBlobStorage.recordsRelocated,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalPagesAllocated,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1758901066303000000,1758901126313000000,0
FilePageCache.uncachedFileAccess,1758901066303000000,1758901126313000000,0
MappedFileStorage.totalBytesMapped,1758901066303000000,1758901126313000000,164626432
MappedFileStorage.storages,1758901066303000000,1758901126313000000,6
StreamlinedBlobStorage.recordsAllocated,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalPagesHandedOver,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.nativeBytesInUse,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalBytesRequested,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalPagesWriteMs,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalPagesReadMs,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalBytesWritten,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1758901066303000000,1758901126313000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1758901066303000000,1758901126313000000,0
FilePageCache.capacityInBytes,1758901066303000000,1758901126313000000,503316478
FilePageCacheLockFree.housekeeperTurnsSkipped,1758901066303000000,1758901126313000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1758901066303000000,1758901126313000000,0
DirectByteBufferAllocator.reclaimed,1758901066303000000,1758901126313000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1758901066303000000,1758901126313000000,0
VFS.contentStorage.recordsReadDecompressed,1758901066303000000,1758901126313000000,0
VFS.contentStorage.recordsStored,1758901066303000000,1758901126313000000,0
FileNameCache.totalMisses,1758901066303000000,1758901126313000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1758901066303000000,1758901126313000000,0
FileNameCache.queries,1758901066303000000,1758901126313000000,0
VFS.contentStorage.recordsRead,1758901066303000000,1758901126313000000,0
VFS.contentStorage.recordsUncompressedSize,1758901066303000000,1758901126313000000,0
VFS.fileByIdCache.hits,1758901066303000000,1758901126313000000,0
VFS.fileByIdCache.misses,1758901066303000000,1758901126313000000,0
VFS.fileChildByName,1758901066303000000,1758901126313000000,0
VFS.contentStorage.recordsDeduplicated,1758901066303000000,1758901126313000000,0
VFS.invertedFileNameIndex.requests,1758901066303000000,1758901126313000000,0
VFS.contentStorage.recordsStoredSize,1758901066303000000,1758901126313000000,0
VFS.contentStorage.recordsReadSize,1758901066303000000,1758901126313000000,0
VFS.contentStorage.recordsStoredCompressed,1758901066303000000,1758901126313000000,0
cacheStateStorage.get.duration,1758901066303000000,1758901126313000000,0
cacheStateStorage.set.duration,1758901066303000000,1758901126313000000,0
cacheStateStorage.set.counter,1758901066303000000,1758901126313000000,0
cacheStateStorage.get.counter,1758901066303000000,1758901126313000000,0
FlushQueue.queueSize90P,1758901066303000000,1758901126313000000,0
FlushQueue.executionTimeAvgNs,1758901066303000000,1758901126313000000,0.0
AWTEventQueue.dispatchTime90PNs,1758901066303000000,1758901126313000000,0
FlushQueue.waitingTimeAvgNs,1758901066303000000,1758901126313000000,0.0
FlushQueue.executionTimeMaxNs,1758901066303000000,1758901126313000000,0
FlushQueue.waitingTime90PNs,1758901066303000000,1758901126313000000,0
FlushQueue.tasksExecuted,1758901066303000000,1758901126313000000,0
ReadAction.executionsCount,1758901066303000000,1758901126313000000,15
FlushQueue.executionTime90PNs,1758901066303000000,1758901126313000000,0
FlushQueue.queueSizeMax,1758901066303000000,1758901126313000000,0
AWTEventQueue.dispatchTimeMaxNs,1758901066303000000,1758901126313000000,0
FlushQueue.queueSizeAvg,1758901066303000000,1758901126313000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1758901066303000000,1758901126313000000,0.0
FlushQueue.waitingTimeMaxNs,1758901066303000000,1758901126313000000,0
WriteAction.executionsCount,1758901066303000000,1758901126313000000,1
AWTEventQueue.eventsDispatched,1758901066303000000,1758901126313000000,0
AWTEventQueue.dispatchTimeTotalNS,1758901066303000000,1758901126313000000,102386837
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1758901126313000000,1758901186341000000,4
compiler.ArtifactManagerBridge.findArtifact.ms,1758901126313000000,1758901186341000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1758901126313000000,1758901186341000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1758901126313000000,1758901186341000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1758901126313000000,1758901186341000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1758901126313000000,1758901186341000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1758901126313000000,1758901186341000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1758901126313000000,1758901186341000000,0
compiler.ArtifactManagerBridge.commit.ms,1758901126313000000,1758901186341000000,0
DiskQueryRelay.tasksExecuted,1758901126313000000,1758901186341000000,50933
writeAction.max.wait.ms,1758901126313000000,1758901186341000000,5
DiskQueryRelay.taskWaitingTotalTimeUs,1758901126313000000,1758901186341000000,1271061
parser.IgnoreLang.time.ns,1758901126313000000,1758901186341000000,1587416
DiskQueryRelay.tasksRequested,1758901126313000000,1758901186341000000,50942
lexer.IgnoreLang.time.ns,1758901126313000000,1758901186341000000,287875
writeAction.wait.ms,1758901126313000000,1758901186341000000,15
DiskQueryRelay.taskExecutionTotalTimeUs,1758901126313000000,1758901186341000000,350202
writeAction.median.wait.ms,1758901126313000000,1758901186341000000,0
lexer.IgnoreLang.size.bytes,1758901126313000000,1758901186341000000,0
writeAction.count,1758901126313000000,1758901186341000000,50
parser.IgnoreLang.size.bytes,1758901126313000000,1758901186341000000,0
workspaceModel.loading.from.cache.ms,1758901126313000000,1758901186341000000,0
workspaceModel.workspaceFileIndexData.instances.count,1758901126313000000,1758901186341000000,1
workspaceModel.loading.total.ms,1758901126313000000,1758901186341000000,2
workspaceModel.workspaceFileIndexData.processFileSets.ms,1758901126313000000,1758901186341000000,0
workspaceModel.updates.ms,1758901126313000000,1758901186341000000,16
workspaceModel.updates.count,1758901126313000000,1758901186341000000,2
workspaceModel.cachedValueWithParameters.clear.count,1758901126313000000,1758901186341000000,0
workspaceModel.cachedValue.clear.count,1758901126313000000,1758901186341000000,1
workspaceModel.to.snapshot.ms,1758901126313000000,1758901186341000000,0
workspaceModel.cachedValue.total.get.count,1758901126313000000,1758901186341000000,226
workspaceModel.initializing.ms,1758901126313000000,1758901186341000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1758901126313000000,1758901186341000000,0
workspaceModel.update.unloaded.entities.ms,1758901126313000000,1758901186341000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1758901126313000000,1758901186341000000,0
